Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,707.710022,708.159973,684.700012,691.049988,691.049988,41842800
2021-04-06,690.299988,696.549988,681.369995,691.619995,691.619995,28271800
2021-04-07,687.000000,691.380005,667.840027,670.969971,670.969971,26309400
2021-04-08,677.380005,689.549988,671.650024,683.799988,683.799988,23924300
2021-04-09,677.770020,680.969971,669.429993,677.020020,677.020020,21437100
2021-04-12,685.700012,704.799988,682.090027,701.979980,701.979980,29135700
2021-04-13,712.700012,763.000000,710.659973,762.320007,762.320007,44652800
2021-04-14,770.700012,780.789978,728.030029,732.229980,732.229980,49017400
2021-04-15,743.099976,743.690002,721.309998,738.849976,738.849976,27848900
2021-04-16,728.650024,749.409973,724.599976,739.780029,739.780029,27979500
2021-04-19,719.599976,725.400024,691.799988,714.630005,714.630005,39686200
2021-04-20,717.419983,737.250000,710.690002,718.989990,718.989990,35609000
2021-04-21,704.770020,744.840027,698.000000,744.119995,744.119995,31215500
2021-04-22,741.500000,753.770020,718.039978,719.690002,719.690002,35590300
2021-04-23,719.799988,737.359985,715.460022,729.400024,729.400024,28370000
2021-04-26,741.000000,749.299988,732.609985,738.200012,738.200012,31038500
2021-04-27,717.960022,724.000000,703.349976,704.739990,704.739990,29437000
2021-04-28,696.409973,708.500000,693.599976,694.400024,694.400024,22271000
2021-04-29,699.510010,702.250000,668.500000,677.000000,677.000000,28845400
2021-04-30,667.590027,715.469971,666.140015,709.440002,709.440002,40758700
2021-05-03,703.799988,706.000000,680.500000,684.900024,684.900024,27043100
2021-05-04,678.940002,683.450012,657.700012,673.599976,673.599976,29739300
2021-05-05,681.059998,685.299988,667.340027,670.940002,670.940002,21901900
2021-05-06,680.760010,681.020020,650.000000,663.539978,663.539978,27784600
2021-05-07,665.799988,690.000000,660.219971,672.369995,672.369995,23469200
2021-05-10,664.900024,665.049988,627.609985,629.039978,629.039978,31392400
2021-05-11,599.239990,627.099976,595.599976,617.200012,617.200012,46503900
2021-05-12,602.489990,620.409973,586.770020,589.890015,589.890015,33823600
2021-05-13,601.539978,606.460022,559.650024,571.690002,571.690002,44184900
2021-05-14,583.409973,592.869995,570.460022,589.739990,589.739990,33370900
2021-05-17,575.549988,589.729980,561.200012,576.830017,576.830017,32390400
2021-05-18,568.000000,596.250000,563.380005,577.869995,577.869995,36830600
2021-05-19,552.549988,566.210022,546.979980,563.460022,563.460022,39578400
2021-05-20,575.000000,588.849976,571.070007,586.780029,586.780029,30821100
2021-05-21,596.109985,596.679993,580.000000,580.880005,580.880005,26030600
2021-05-24,581.599976,614.479980,573.650024,606.440002,606.440002,34558100
2021-05-25,607.309998,613.989990,595.710022,604.690002,604.690002,28005900
2021-05-26,607.559998,626.169983,601.500000,619.130005,619.130005,28639300
2021-05-27,620.239990,631.130005,616.210022,630.849976,630.849976,26370600
2021-05-28,628.500000,635.590027,622.380005,625.219971,625.219971,22737000
2021-06-01,627.799988,633.799988,620.549988,623.900024,623.900024,18084900
2021-06-02,620.130005,623.359985,599.140015,605.119995,605.119995,23302800
2021-06-03,601.799988,604.549988,571.219971,572.840027,572.840027,30111900
2021-06-04,579.710022,600.609985,577.200012,599.049988,599.049988,24036900
2021-06-07,591.830017,610.000000,582.880005,605.130005,605.130005,22543700
2021-06-08,623.010010,623.090027,595.500000,603.590027,603.590027,26053400
2021-06-09,602.169983,611.789978,597.630005,598.780029,598.780029,16584600
2021-06-10,603.880005,616.590027,600.500000,610.119995,610.119995,23919600
2021-06-11,610.229980,612.559998,601.520020,609.890015,609.890015,16205300
2021-06-14,612.229980,625.489990,609.179993,617.690002,617.690002,20424000
2021-06-15,616.690002,616.789978,598.229980,599.359985,599.359985,17764100
2021-06-16,597.539978,608.500000,593.500000,604.869995,604.869995,22144100
2021-06-17,601.890015,621.469971,601.340027,616.599976,616.599976,22701400
2021-06-18,613.369995,628.349976,611.799988,623.309998,623.309998,24560900
2021-06-21,624.479980,631.390015,608.880005,620.830017,620.830017,24812700
2021-06-22,618.250000,628.570007,615.500000,623.710022,623.710022,19158900
2021-06-23,632.000000,657.200012,630.039978,656.570007,656.570007,31099200
2021-06-24,674.989990,697.619995,667.609985,679.820007,679.820007,45982400
2021-06-25,689.580017,693.809998,668.700012,671.869995,671.869995,32496700
2021-06-28,671.640015,694.700012,670.320007,688.719971,688.719971,21628200
2021-06-29,684.650024,687.510010,675.890015,680.760010,680.760010,17381300
2021-06-30,679.770020,692.809998,678.140015,679.700012,679.700012,18924900
2021-07-01,683.919983,687.989990,672.799988,677.919983,677.919983,18634500
2021-07-02,678.979980,700.000000,673.260010,678.900024,678.900024,27054500
2021-07-06,681.710022,684.000000,651.400024,659.580017,659.580017,23284500
2021-07-07,664.270020,665.700012,638.320007,644.650024,644.650024,18792000
2021-07-08,628.369995,654.429993,620.460022,652.809998,652.809998,22773300
2021-07-09,653.179993,658.909973,644.690002,656.950012,656.950012,18140500
2021-07-12,662.200012,687.239990,662.159973,685.700012,685.700012,25927000
2021-07-13,686.320007,693.280029,666.299988,668.539978,668.539978,20966100
2021-07-14,670.750000,678.609985,652.840027,653.380005,653.380005,21641200
2021-07-15,658.390015,666.140015,637.880005,650.599976,650.599976,20209600
2021-07-16,654.679993,656.700012,642.200012,644.219971,644.219971,16371000
2021-07-19,629.890015,647.200012,621.289978,646.219971,646.219971,21297100
2021-07-20,651.989990,662.390015,640.500000,660.500000,660.500000,15487100
2021-07-21,659.609985,664.859985,650.289978,655.289978,655.289978,13953300
2021-07-22,656.440002,662.169983,644.599976,649.260010,649.260010,15105700
2021-07-23,646.359985,648.799988,637.299988,643.380005,643.380005,14604900
2021-07-26,650.969971,668.200012,647.109985,657.619995,657.619995,25336600
2021-07-27,663.400024,666.500000,627.239990,644.780029,644.780029,32813300
2021-07-28,647.000000,654.969971,639.400024,646.979980,646.979980,16006600
2021-07-29,649.789978,683.690002,648.799988,677.349976,677.349976,30394600
2021-07-30,671.760010,697.530029,669.000000,687.200012,687.200012,29600500
2021-08-02,700.000000,726.940002,698.400024,709.669983,709.669983,33615800
2021-08-03,719.000000,722.650024,701.010010,709.739990,709.739990,21620300
2021-08-04,711.000000,724.900024,708.929993,710.919983,710.919983,17002600
2021-08-05,716.000000,720.950012,711.409973,714.630005,714.630005,12919600
2021-08-06,711.900024,716.330017,697.630005,699.099976,699.099976,15576200
2021-08-09,710.169983,719.030029,705.130005,713.760010,713.760010,14715300
2021-08-10,713.989990,716.590027,701.880005,709.989990,709.989990,13432300
2021-08-11,712.710022,715.179993,704.210022,707.820007,707.820007,9800600
2021-08-12,706.340027,722.799988,699.400024,722.250000,722.250000,17459100
2021-08-13,723.710022,729.900024,714.340027,717.169983,717.169983,16698900
2021-08-16,705.070007,709.500000,676.400024,686.169983,686.169983,22677400
2021-08-17,672.659973,674.580017,648.840027,665.710022,665.710022,23721300
2021-08-18,669.750000,695.770020,669.349976,688.989990,688.989990,20349400
2021-08-19,678.210022,686.549988,667.590027,673.469971,673.469971,14313500
2021-08-20,682.849976,692.130005,673.700012,680.260010,680.260010,14781800
2021-08-23,685.440002,712.130005,680.750000,706.299988,706.299988,20264900
2021-08-24,710.679993,715.219971,702.640015,708.489990,708.489990,13083100
2021-08-25,707.030029,716.969971,704.000000,711.200012,711.200012,12645600
2021-08-26,708.309998,715.400024,697.619995,701.159973,701.159973,13214300
2021-08-27,705.000000,715.000000,702.099976,711.919983,711.919983,13762100
2021-08-30,714.719971,731.000000,712.729980,730.909973,730.909973,18604200
2021-08-31,733.000000,740.390015,726.440002,735.719971,735.719971,20855400
2021-09-01,734.080017,741.989990,731.270020,734.090027,734.090027,13204300
2021-09-02,734.500000,740.969971,730.539978,732.390015,732.390015,12777300
2021-09-03,732.250000,734.000000,724.200012,733.570007,733.570007,15246100
2021-09-07,740.000000,760.200012,739.260010,752.919983,752.919983,20039800
2021-09-08,761.580017,764.450012,740.770020,753.869995,753.869995,18793000
2021-09-09,753.409973,762.099976,751.630005,754.859985,754.859985,14077700
2021-09-10,759.599976,762.609985,734.520020,736.270020,736.270020,15114300
2021-09-13,740.210022,744.780029,708.849976,743.000000,743.000000,22952500
2021-09-14,742.570007,754.469971,736.400024,744.489990,744.489990,18524900
2021-09-15,745.000000,756.859985,738.359985,755.830017,755.830017,15357700
2021-09-16,752.830017,758.909973,747.609985,756.989990,756.989990,13923400
2021-09-17,757.150024,761.039978,750.000000,759.489990,759.489990,28204200
2021-09-20,734.559998,742.000000,718.619995,730.169983,730.169983,24757700
2021-09-21,734.789978,744.739990,730.440002,739.380005,739.380005,16330700
2021-09-22,743.530029,753.669983,739.119995,751.940002,751.940002,15126300
2021-09-23,755.000000,758.200012,747.919983,753.640015,753.640015,11947500
2021-09-24,745.890015,774.799988,744.559998,774.390015,774.390015,21373000
2021-09-27,773.119995,799.000000,769.309998,791.359985,791.359985,28070700
2021-09-28,787.200012,795.640015,766.179993,777.559998,777.559998,25381400
2021-09-29,779.799988,793.500000,770.679993,781.309998,781.309998,20942900
2021-09-30,781.000000,789.130005,775.000000,775.479980,775.479980,17956000
2021-10-01,778.400024,780.780029,763.590027,775.219971,775.219971,17031400
2021-10-04,796.500000,806.969971,776.119995,781.530029,781.530029,30483300
2021-10-05,784.799988,797.309998,774.200012,780.590027,780.590027,18432600
2021-10-06,776.200012,786.659973,773.219971,782.750000,782.750000,14632800
2021-10-07,785.460022,805.000000,783.380005,793.609985,793.609985,19195800
2021-10-08,796.210022,796.380005,780.909973,785.489990,785.489990,16711100
2021-10-11,787.650024,801.239990,785.500000,791.940002,791.940002,14200300
2021-10-12,800.929993,812.320007,796.570007,805.719971,805.719971,22020000
2021-10-13,810.469971,815.409973,805.780029,811.080017,811.080017,14120100
2021-10-14,815.489990,820.250000,813.349976,818.320007,818.320007,12247200
2021-10-15,823.739990,843.210022,822.349976,843.030029,843.030029,18818000
2021-10-18,851.789978,875.260010,851.469971,870.109985,870.109985,24207200
2021-10-19,877.530029,877.950012,862.510010,864.270020,864.270020,17381100
2021-10-20,865.349976,869.489990,857.380005,865.799988,865.799988,14032100
2021-10-21,856.000000,900.000000,855.500000,894.000000,894.000000,31481500
2021-10-22,895.500000,910.000000,890.960022,909.679993,909.679993,22880800
2021-10-25,950.530029,1045.020020,944.200012,1024.859985,1024.859985,62852100
2021-10-26,1024.689941,1094.939941,1001.440002,1018.429993,1018.429993,62415000
2021-10-27,1039.660034,1070.880005,1030.780029,1037.859985,1037.859985,38526500
2021-10-28,1068.310059,1081.000000,1054.199951,1077.040039,1077.040039,27213200
2021-10-29,1081.859985,1115.209961,1073.209961,1114.000000,1114.000000,29918400
2021-11-01,1145.000000,1209.750000,1118.660034,1208.589966,1208.589966,56048700
2021-11-02,1159.359985,1208.589966,1146.000000,1172.000000,1172.000000,42737800
2021-11-03,1177.329956,1215.390015,1152.619995,1213.859985,1213.859985,34628500
2021-11-04,1234.410034,1243.489990,1217.000000,1229.910034,1229.910034,25397400
2021-11-05,1228.000000,1239.869995,1208.000000,1222.089966,1222.089966,21579900
2021-11-08,1149.790039,1197.000000,1133.000000,1162.939941,1162.939941,33445700
2021-11-09,1173.599976,1174.500000,1011.520020,1023.500000,1023.500000,59105800
2021-11-10,1010.409973,1078.099976,987.309998,1067.949951,1067.949951,42802700
2021-11-11,1102.770020,1104.969971,1054.680054,1063.510010,1063.510010,22396600
2021-11-12,1047.500000,1054.500000,1019.200012,1033.420044,1033.420044,25182300
2021-11-15,1017.630005,1031.979980,978.599976,1013.390015,1013.390015,34775600
2021-11-16,1003.309998,1057.199951,1002.179993,1054.729980,1054.729980,26542400
2021-11-17,1063.510010,1119.640015,1055.500000,1089.010010,1089.010010,31445400
2021-11-18,1106.550049,1112.000000,1075.020020,1096.380005,1096.380005,20898900
2021-11-19,1098.869995,1138.719971,1092.699951,1137.060059,1137.060059,21642300
2021-11-22,1162.329956,1201.949951,1132.430054,1156.869995,1156.869995,33072500
2021-11-23,1167.510010,1180.500000,1062.699951,1109.030029,1109.030029,36171700
2021-11-24,1080.390015,1132.770020,1062.000000,1116.000000,1116.000000,22560200
2021-11-26,1099.469971,1108.780029,1081.000000,1081.920044,1081.920044,11680900
2021-11-29,1100.989990,1142.670044,1100.189941,1136.989990,1136.989990,19464500
2021-11-30,1144.369995,1168.000000,1118.000000,1144.760010,1144.760010,27092000
2021-12-01,1160.699951,1172.839966,1090.760010,1095.000000,1095.000000,22816800
2021-12-02,1099.060059,1113.000000,1056.650024,1084.599976,1084.599976,24371600
2021-12-03,1084.790039,1090.579956,1000.210022,1014.969971,1014.969971,30696300
2021-12-06,1001.510010,1021.640015,950.500000,1009.010010,1009.010010,27221000
2021-12-07,1044.199951,1057.670044,1026.810059,1051.750000,1051.750000,18694900
2021-12-08,1052.709961,1072.380005,1033.000000,1068.959961,1068.959961,13968800
2021-12-09,1060.640015,1062.489990,1002.359985,1003.799988,1003.799988,19812800
2021-12-10,1008.750000,1020.979980,982.530029,1017.030029,1017.030029,19855000
2021-12-13,1001.090027,1005.000000,951.419983,966.409973,966.409973,26198500
2021-12-14,945.000000,966.409973,930.000000,958.510010,958.510010,23602100
2021-12-15,953.210022,978.750000,928.250000,975.989990,975.989990,25056400
2021-12-16,994.500000,994.979980,921.849976,926.919983,926.919983,27590500
2021-12-17,914.770020,960.659973,909.039978,932.570007,932.570007,33479100
2021-12-20,910.700012,921.690002,893.390015,899.940002,899.940002,18826700
2021-12-21,916.869995,939.500000,886.119995,938.530029,938.530029,23839300
2021-12-22,965.659973,1015.659973,957.049988,1008.869995,1008.869995,31211400
2021-12-23,1006.799988,1072.979980,997.559998,1067.000000,1067.000000,30904400
2021-12-27,1073.670044,1117.000000,1070.719971,1093.939941,1093.939941,23715300
2021-12-28,1109.489990,1119.000000,1078.420044,1088.469971,1088.469971,20108000
2021-12-29,1098.640015,1104.000000,1064.140015,1086.189941,1086.189941,18718000
2021-12-30,1061.329956,1095.550049,1053.150024,1070.339966,1070.339966,15680300
2021-12-31,1073.439941,1082.000000,1054.589966,1056.780029,1056.780029,13577900
2022-01-03,1147.750000,1201.069946,1136.040039,1199.780029,1199.780029,34643800
2022-01-04,1189.550049,1208.000000,1123.050049,1149.589966,1149.589966,33416100
2022-01-05,1146.650024,1170.339966,1081.010010,1088.119995,1088.119995,26706600
2022-01-06,1077.000000,1088.000000,1020.500000,1064.699951,1064.699951,30112200
2022-01-07,1080.369995,1080.930054,1010.000000,1026.959961,1026.959961,27919000
2022-01-10,1000.000000,1059.099976,980.000000,1058.119995,1058.119995,30605000
2022-01-11,1053.670044,1075.849976,1038.819946,1064.400024,1064.400024,22021100
2022-01-12,1078.849976,1114.839966,1072.589966,1106.219971,1106.219971,27913000
2022-01-13,1109.069946,1115.599976,1026.540039,1031.560059,1031.560059,32403300
2022-01-14,1019.880005,1052.000000,1013.380005,1049.609985,1049.609985,24246600
2022-01-18,1026.609985,1070.790039,1016.059998,1030.510010,1030.510010,22247800
2022-01-19,1041.709961,1054.670044,995.000000,995.650024,995.650024,25147500
2022-01-20,1009.729980,1041.660034,994.000000,996.270020,996.270020,23496200
2022-01-21,996.340027,1004.549988,940.500000,943.900024,943.900024,34472000
2022-01-24,904.760010,933.510010,851.469971,930.000000,930.000000,50521900
2022-01-25,914.200012,951.260010,903.210022,918.400024,918.400024,28865300
2022-01-26,952.429993,987.690002,906.000000,937.409973,937.409973,34955800
2022-01-27,933.359985,935.390015,829.000000,829.099976,829.099976,49036500
2022-01-28,831.559998,857.500000,792.010010,846.349976,846.349976,44929700
2022-01-31,872.710022,937.989990,862.049988,936.719971,936.719971,34812000
2022-02-01,935.210022,943.700012,905.000000,931.250000,931.250000,24379400
2022-02-02,928.179993,931.500000,889.409973,905.659973,905.659973,22264300
2022-02-03,882.000000,937.000000,880.520020,891.140015,891.140015,26285200
2022-02-04,897.219971,936.500000,881.169983,923.320007,923.320007,24472600
2022-02-07,923.789978,947.770020,902.710022,907.340027,907.340027,20331500
2022-02-08,905.530029,926.289978,894.799988,922.000000,922.000000,16909700
2022-02-09,935.000000,946.270020,920.000000,932.000000,932.000000,17419800
2022-02-10,908.369995,943.809998,896.700012,904.549988,904.549988,22042300
2022-02-11,909.630005,915.960022,850.700012,860.000000,860.000000,26492700
2022-02-14,861.570007,898.880005,853.150024,875.760010,875.760010,22515100
2022-02-15,900.000000,923.000000,893.380005,922.429993,922.429993,19216500
2022-02-16,914.049988,926.429993,901.210022,923.390015,923.390015,17098100
2022-02-17,913.260010,918.499878,874.100098,876.349976,876.349976,18151274
